Country;Video;Frame;Num_Groups;Groups
Germany - DE;DE-02;223;2;[4  5], [8  10  15]
Germany - DE;DE-02;224;2;[4  5], [8  10  15]
Germany - DE;DE-02;225;2;[4  5], [8  10  15]
Germany - DE;DE-02;226;2;[4  5], [8  10  15]
Germany - DE;DE-02;227;2;[4  5], [8  10  15]
Germany - DE;DE-02;228;2;[4  5], [8  10  15]
Germany - DE;DE-02;229;2;[4  5], [8  10  15]
Germany - DE;DE-02;230;2;[4  5], [8  10  15]
Germany - DE;DE-02;231;2;[4  5], [8  10  15]
Germany - DE;DE-02;232;2;[4  5], [8  10  15]
Germany - DE;DE-02;233;2;[4  5], [8  10  15]
Germany - DE;DE-02;234;2;[4  5], [8  10  15]
Germany - DE;DE-02;235;2;[4  5], [8  10  15]
Germany - DE;DE-02;236;2;[4  5], [8  10  15]
Germany - DE;DE-02;237;2;[4  5], [8  10  15]
Germany - DE;DE-02;238;2;[4  5], [8  10  15]
Germany - DE;DE-02;239;2;[4  5], [8  10  15]
Germany - DE;DE-02;240;2;[4  5], [8  10  15]
Germany - DE;DE-02;241;2;[4  5], [8  10  15]
Germany - DE;DE-02;242;2;[4  5], [8  10  15]
Germany - DE;DE-02;243;2;[4  5], [8  10  15]
Germany - DE;DE-02;244;2;[4  5], [8  10  15]
Germany - DE;DE-02;245;2;[4  5], [8  10  15]
Germany - DE;DE-02;246;2;[4  5], [8  10  15]
Germany - DE;DE-02;247;2;[4  5], [8  10  15]
Germany - DE;DE-02;248;2;[4  5], [8  10  15]
Germany - DE;DE-02;249;2;[4  5], [8  10  15]
Germany - DE;DE-02;250;2;[4  5], [8  10  15]
Germany - DE;DE-02;251;2;[4  5], [8  10  15]
Germany - DE;DE-02;252;2;[4  5], [8  10  15]
Germany - DE;DE-02;253;2;[4  5], [8  10  15]
Germany - DE;DE-02;254;2;[4  5], [8  10  15]
Germany - DE;DE-02;255;2;[4  5], [8  10  15]
Germany - DE;DE-02;256;2;[4  5], [8  10  15]
Germany - DE;DE-02;257;2;[4  5], [8  10  15]
Germany - DE;DE-02;258;2;[4  5], [8  10  15]
Germany - DE;DE-02;259;2;[4  5], [8  10  15]
Germany - DE;DE-02;260;2;[4  5], [8  10  15]
Germany - DE;DE-02;261;2;[4  5], [8  10  15]
Germany - DE;DE-02;262;2;[4  5], [8  10  15]
Germany - DE;DE-02;263;2;[4  5], [8  10  15]
Germany - DE;DE-02;264;2;[4  5], [8  10  15]
Germany - DE;DE-02;265;2;[4  5], [8  10  15]
Germany - DE;DE-02;266;2;[4  5], [8  10  15]
Germany - DE;DE-02;267;2;[4  5], [8  10  15]
Germany - DE;DE-02;268;2;[4  5], [8  10  15]
Germany - DE;DE-02;269;2;[4  5], [8  10  15]
Germany - DE;DE-02;270;2;[4  5], [8  10  15]
Germany - DE;DE-02;271;2;[4  5], [8  10  15]
Germany - DE;DE-02;272;2;[4  5], [8  10  15]
Germany - DE;DE-02;273;2;[4  5], [8  10]
Germany - DE;DE-02;274;2;[4  5], [8  10]
Germany - DE;DE-02;275;2;[4  5], [8  10]
Germany - DE;DE-02;276;2;[4  5], [8  10]
Germany - DE;DE-02;277;2;[4  5], [8  10]
Germany - DE;DE-02;278;2;[4  5], [8  10]
Germany - DE;DE-02;279;2;[4  5], [8  10]
Germany - DE;DE-02;280;2;[4  5], [8  10]
Germany - DE;DE-02;281;2;[4  5], [8  10]
Germany - DE;DE-02;282;2;[4  5], [8  10]
Germany - DE;DE-02;283;2;[4  5], [8  10]
Germany - DE;DE-02;284;2;[4  5], [8  10]
Germany - DE;DE-02;285;2;[4  5], [8  10]
Germany - DE;DE-02;286;2;[4  5], [8  10]
Germany - DE;DE-02;287;2;[4  5], [8  10]
Germany - DE;DE-02;288;2;[4  5], [8  10]
Germany - DE;DE-02;289;2;[4  5], [8  10]
Germany - DE;DE-02;290;2;[4  5], [8  10]
Germany - DE;DE-02;291;2;[4  5], [8  10]
Germany - DE;DE-02;292;2;[4  5], [8  10]
Germany - DE;DE-02;293;2;[4  5], [8  10]
Germany - DE;DE-02;294;2;[4  5], [8  10]
Germany - DE;DE-02;295;2;[4  5], [8  10]
Germany - DE;DE-02;296;2;[4  5], [8  10]
Germany - DE;DE-02;297;2;[4  5], [8  10]
Germany - DE;DE-02;298;2;[4  5], [8  10]
Germany - DE;DE-02;299;2;[4  5], [8  10]
Germany - DE;DE-02;300;2;[4  5], [8  10]
Germany - DE;DE-02;301;2;[4  5], [8  10]
Germany - DE;DE-02;302;2;[4  5], [8  10]
Germany - DE;DE-02;303;2;[4  5], [8  10]
Germany - DE;DE-02;304;2;[4  5], [8  10]
Germany - DE;DE-02;305;2;[4  5], [8  10]
Germany - DE;DE-02;306;2;[4  5], [8  10]
Germany - DE;DE-02;307;2;[4  5], [8  10]
Germany - DE;DE-02;308;2;[4  5], [8  10]
Germany - DE;DE-02;309;2;[4  5], [8  10]
Germany - DE;DE-02;310;2;[4  5], [8  10]
Germany - DE;DE-02;311;2;[4  5], [8  10]
Germany - DE;DE-02;312;2;[4  5], [8  10]
Germany - DE;DE-02;313;2;[4  5], [8  10]
Germany - DE;DE-02;314;2;[4  5], [8  10]
Germany - DE;DE-02;315;2;[4  5], [8  10]
Germany - DE;DE-02;316;2;[4  5], [8  10]
Germany - DE;DE-02;317;2;[4  5], [8  10]
Germany - DE;DE-02;318;2;[4  5], [8  10]
Germany - DE;DE-02;319;2;[4  5], [8  10]
Germany - DE;DE-02;320;2;[4  5], [8  10]
Germany - DE;DE-02;321;2;[4  5], [8  10]
Germany - DE;DE-02;322;2;[4  5], [8  10]
Germany - DE;DE-02;323;2;[4  5], [8  10]
Germany - DE;DE-02;324;2;[4  5], [8  10]
Germany - DE;DE-02;325;2;[4  5  7], [8  10]
Germany - DE;DE-02;326;2;[4  5  7], [8  10]
Germany - DE;DE-02;327;2;[4  5  7], [8  10]
Germany - DE;DE-02;328;2;[4  5  7], [8  10]
Germany - DE;DE-02;329;1;[4  5  7]
Germany - DE;DE-02;330;1;[4  5  7]
Germany - DE;DE-02;331;1;[4  5  7]
Germany - DE;DE-02;332;1;[4  5  7]
Germany - DE;DE-02;333;1;[4  5  7]
Germany - DE;DE-02;334;1;[4  5  7]
Germany - DE;DE-02;335;1;[4  5  7]
Germany - DE;DE-02;336;1;[4  5  7]
